Technology Mid-Type,Technology Broad Category,Application - Distribution Infrastructure Services,Subsystem 1 - Technology Broad Category,Subsystem 1 - Technology Mid-Type,Discharge Duration at Rated Power (hrs),Rated Capacity (kWh),Rated Power (kW),Storage Capacity (kWh),Sum for kWh Distribution Services - Distribution Upgrade Deferral,Sum for kWh Distribution Services - Reliability,Announced Date,Annual Maintenance or Warranty Cost (USD),Annual Operational Cost - OPEX (USD),Application - Ancillary Services,Application - Bulk Energy Services (General Energy Applications),Application - Customer Energy Management Services (End-User Services),Application - Others,Application - Transmission Infrastructure Services,Bulk Energy Services - Application 1,Bulk Energy Services - Application 2,Bulk Energy Services - Application 3,Captial Expenditure - CAPEX (USD),City,Commissioned Date,Constructed Date,Contact Information: Email Address,Contact Information: Name,Contact Information: Phone Number,Country,County,Data Source,Debt Provider,Decommissioned Date,Description/Notes,Developer,Energy Storage Technology Provider,Epc 1,Epc 2,Epc 3,Funding Source 1,Funding Source 2,Funding Source 3,Funding Source Amount 1 (USD),Funding Source Amount 2 (USD),Funding Source Amount 3 (USD),Grid Interconnection Level,ID,Installer,Interconnection Type,Iso/Rto,Latest Update Date,Latitude,Longitude,Number of Subsystems,O&M Contractor,Owner(s),Ownership Model,Ownership Model (Other),Paired Grid Resources,Postal Code,Power Electronics Provider,Project Data Validated?,Project Year,Project/Plant Name,Projected Payback Period (years),State/Province/Territory,Status,Street Address,Subsystem 1 - Communications,Subsystem 1 - Controller Type,Subsystem 1 - Depth of Discharge (%),Subsystem 1 - Efficiency Degradation,Subsystem 1 - Enclosure Operating Temperature (deg C),Subsystem 1 - Enclosures,Subsystem 1 - Energy Density (kWh/m^3),Subsystem 1 - Footprint (m^2/MWh),Subsystem 1 - Frequency Ride Through (FRT),Subsystem 1 - Full Load Efficiency (%),Subsystem 1 - High Voltage Ride Through (HVRT),Subsystem 1 - ID,Subsystem 1 - Lagging Power Factor Range,Subsystem 1 - Leading Power Factor Range,Subsystem 1 - Low Voltage Ride Through (LVRT),Subsystem 1 - Maximum Charge Power (kW),Subsystem 1 - Maximum Discharge Power (kW),Subsystem 1 - Maximum Total Current Harmonic Distortion (%),Subsystem 1 - Nominal AC Voltage (kV),Subsystem 1 - Nominal DC Voltage (kV),Subsystem 1 - Nominal Frequency (Hz),Subsystem 1 - Number of Cells,Subsystem 1 - Number of Phases,Subsystem 1 - Operating Frequency Range (Hz) High,Subsystem 1 - Operating Frequency Range (Hz) Low,Subsystem 1 - Operating Temperature (deg C),Subsystem 1 - Overload Capability (%),Subsystem 1 - Ramping Rate (kW/min),Subsystem 1 - Rated Power (kW),Subsystem 1 - Response Time (s),Subsystem 1 - Round-trip Efficiency (%),Subsystem 1 - Specific Energy (kWh/ton-metric),Subsystem 1 - Standby Energy Consumption (kWh),Subsystem 1 - Storage Capacity (kWh),Subsystem 1 - Storage Operating Temperature (deg C),Subsystem 1 - Subsystem Name,Subsystem 1 - Technology Sub-Type,Subsystem 1 - Time Allowed for Overload (s),Subsystem 1 - Topology,Subsystem 1 - Transformer Configuration,Subsystem 1 - Transformer Rating,Subsystem 1 - Warranty Lifetime (cycles),Subsystem 1 - Warranty Lifetime (years),Subsystem 1 - Warranty Lifetime (years) 1,Sum for kW Ancillary Service - Black Start,Sum for kW Ancillary Service - Frequency Regulation,Sum for kW Ancillary Service - Operating Reserve (Non-Spinning),Sum for kW Ancillary Service - Operating Reserve (Spinning),Sum for kW Ancillary Service - Operating Reserve (Supplementary),Sum for kW Ancillary Service - Ramp Support,Sum for kW Ancillary Service - Voltage Support,Sum for kW Bulk Energy Services - Arbitrage,Sum for kW Bulk Energy Services - Firming,Sum for kW Bulk Energy Services - RE Time Shift,Sum for kW Distribution Services - Distribution Upgrade Deferral,Sum for kW Distribution Services - Reliability,Sum for kW Other Services - Electric Supply Capacity,Sum for kW Other Services - Transportation Services,Sum for kW Transmission Services - Stability Damping Control,Sum for kW Transmission Services - Transmission Congestion Relief,Sum for kW Transmission Services - Transmission Upgrade Deferral,Sum for kWh Ancillary Service - Black Start,Sum for kWh Ancillary Service - Frequency Regulation,Sum for kWh Ancillary Service - Operating Reserve (Non-Spinning),Sum for kWh Ancillary Service - Operating Reserve (Spinning),Sum for kWh Ancillary Service - Operating Reserve (Supplementary),Sum for kWh Ancillary Service - Ramp Support,Sum for kWh Ancillary Service - Voltage Support,Sum for kWh Bulk Energy Services - Arbitrage,Sum for kWh Bulk Energy Services - Firming,Sum for kWh Bulk Energy Services - RE Time Shift,Sum for kWh Other Services - Electric Supply Capacity,Sum for kWh Other Services - Transportation Services,Sum for kWh Transmission Services - Stability Damping Control,Sum for kWh Transmission Services - Transmission Congestion Relief,Sum for kWh Transmission Services - Transmission Upgrade Deferral,System Operator,Technology Sub-Type,URL,Utility ID,Utility Type
Flow battery,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,Flow battery,4,1000,250,1000,0,1000,12/2/2015,,,,"Electric Energy Time Shift (Arbitrage), Renewable Energy Time Shift","Retail TOU Energy Charges, Microgrid Applications",,,Electric Energy Time Shift (Arbitrage),Renewable Energy Time Shift,,,Livermore,,,,,,United States,,GESDB,,,"Las Positas College announced that they will participate in a microgrid project funded by a $1.5 million grant from the California Energy Commission to enable the Chabot-Las Positas Community College District to integrate renewable energy sources into its operations, curb peak power and achieve greater energy independence.   The District will install Imergy Power Systems' ESP30 series institutional scale vanadium redox flow batteries with a total capacity of 250 kilowatt / 1 megawatt-hour as part of the microgrid, which will be managed by the Geli's Energy Operating System and Energy Management applications. The energy storage system, to be installed at Las Positas College in Livermore, will enhance an existing 2.35 MW solar array that generates 55% of the energy needed at the campus, 3,200 ton-hours of ice thermal storage, and ten Level II EV charging stations to form a smart microgrid, capturing approximately $75,000 in annual energy savings for the District.   Part of the Commission's $26.5 million Electric Program Investment Charge (EPIC) program to develop a roadmap for energy smart communities, the project is designed to demonstrate how microgrids can help colleges and universities gain greater control over their energy consumption and costs while maintaining security and safety. Imergy's technology will be used to reduce peak power, balance energy loads, and ""island"" individual applications for greater reliability and resiliency, among other applications. Las Positas College consists of 435,000 square feet of facilities and includes a 15,000 square foot maintenance and operations complex designated as an emergency response facility by the Alameda County Emergency Preparedness Agency.",,Imergy Power Systems,Parsons Brinckerhoff,,,State/Provincial/Regional Grant,,,,,,,1303,GELI,,CAISO,,37.71274725,-121.7971744,1,,Chabot-Las Positas Community College District,Customer-Owned,,2.35 MW solar array,94551,,NO,12/2/2015,Las Positas College EPIC Microgrid - Imergy / GELI,,California,Announced,3000 Campus Hill Dr,,,,,,,,,,,,1303.1,,,,,,,,,,,,,,,,,250,,,,,,,Subsystem 1,Vanadium redox flow battery,,,,,,,,0,0,0,0,0,0,0,250,0,250,0,250,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,0,0,0,0,0,,Vanadium redox flow battery,http://www.imergy.com/press-releases/2015/2/chabot-las-positas-community-college-district-imergy-power-systems-and-geli-awarded-cec-grant-to-provide-energy-storage-technology-for-las-positas-college-microgrid-project,,Investor Owned
Flow battery,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,Flow battery,4.33,129.9,30,129.9,0,129.9,4/10/2014,,,,"Electric Energy Time Shift (Arbitrage), Renewable Energy Time Shift","Retail TOU Energy Charges, Microgrid Applications",,,Electric Energy Time Shift (Arbitrage),Renewable Energy Time Shift,,,Sydney,,,,,,Australia,,GESDB,,,"The CellCube installation has an output of 30 kW and a capacity of 130 kWh. The energy storage system has been in operation at UNSW since June 2015. In addition to research purposes, the system is used to store surplus electricity from a 150-kW photovoltaic system if it cannot be used immediately. Researchers at UNSW are looking to evaluate different performance management algorithms.",,GILDEMEISTER energy storage GmbH,,,,Federal/National Government Ã¢â‚¬â€œ RD&amp;D,,,,,,,1209,,,,,-33.8888621,151.2048979,1,,University of New South Wales,Customer-Owned,,150 kW photovoltaic system,02052,,NO,4/10/2014,30 kW / 130 kWh - University of New South Wales - Gildemeister CellCube,,New South Wales,Operational,Tyree Energy Technology Building,,,,,,,,,,,,1209.1,,,,,,,,,,,,,,,,,30,,,,,,,Subsystem 1,Vanadium redox flow battery,,,,,,,,0,0,0,0,0,0,0,30,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,129.9,0,129.9,0,0,0,0,0,,Vanadium redox flow battery,http://www.sunwindenergy.com/photovoltaics/gildemeister-installs-cellcube-australia,,Investor Owned
Technology Mid-Type Unknown,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,,1.5,300,200,300,0,300,,,,,"Renewable Energy Time Shift, Renewable Energy Time Shift (Firming)","Retail TOU Energy Charges, Microgrid Applications",,,,Renewable Energy Time Shift,Renewable Energy Time Shift (Firming),,Overland Park,4/28/2015,,,,,United States,,GESDB,,,"Black &amp; Veatch’s microgrid system generates electricity through a combination of natural gas microturbines, solar energy, geothermal and battery storage at the company’s World Headquarters in Overland Park. The microgrid provides enough clean energy to run the headquarters’ 12,000 square-foot Rodman Innovation Pavilion. It can operate as an independent power source or in support of the traditional electric grid, adding resilience while lowering energy costs.   The system includes two natural gas-fired microturbines that deliver onsite electrical power and heat generation. During winter months, heat is recovered from the microturbines to support climate control for the World Headquarters, the largest office building in Kansas. A geothermal heat pump system with 15 wells each drilled 500 feet deep also helps heat and cool the Pavilion. The microgrid system also uses battery technology to capture and store energy from generation resources and deliver electricity to the headquarters during times of high electric demand.  The microgrid is capable of producing about 1,300 megawatt hours of power annually. It has three rooftop solar photovoltaic panel groups—monocrystalline, polycrystalline and AC modules that use micro inverters. They provide 50 kilowatts (kW) of electricity at their peak output. The two natural gas-fired microturbines deliver 130 kW of power generation. A 100 kWh lithium-ion battery energy storage system is used. The microgrid system can be islanded from the external electric grid and helps ensure electric supplies in the event of a power outage. The microgrid also provides power to a portion of the 45 electric vehicle charging stations at the World Headquarters.",Black & Veatch,DynaPower,Black &amp; Veatch,,,,,,,,,,1009,Black &amp; Veatch and Custom Control,,,,38.92327342,-94.65810844,1,,Black & Veatch,Customer-Owned,,,66211,,NO,4/28/2015,Black & Veatch World Headquarters Microgrid System,,Kansas,Operational,11401 Lamar Avenue,,,,,,,,,,,,1009.1,,,,,,,,,,,,,,,,,200,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,0,200,200,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,0,0,0,0,0,,Technology Sub-Type Unknown,https://globenewswire.com/news-release/2015/04/28/729467/0/en/Black-Veatch-Microgrid-System-Begins-Providing-Power-to-World-Headquarters.html,,Public Owned
Technology Mid-Type Unknown,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,,2,1966,983,1966,0,1966,2/1/2015,,,,,"Microgrid Applications, Resilience (Back-up Power)",,,,,,,Holyoke,,,,,,United States,,GESDB,,,"Solar PV plus batteries will be installed at three different project sites to provide resilient power for 100% load for up to three days. The fire headquarters will receive a 53 kW photovoltaic system and a 300 kWh battery bank, which will run in combination with an existing backup generator. Mt. Tom Tower, the emergency communications tower for the city, will receive a small PV system, a small wind turbine, and a 200 kWh battery. And the Dean School, a community shelter, will receive a 600 kW PV array with a 483 kWh battery bank, which will run in combination with an existing back-up generator.",,,,,,State/Provincial/Regional Grant,,,,,,,1242,,,ISO-NE,,42.2042586,-72.62,1,,Holyoke Gas & Electric,Customer-Owned,,,,,NO,2/1/2015,Holyoke Resiliency Facilities (MASS DOER Community Resiliency),,Massachusetts,Announced,,,,,,,,,,,,,1242.1,,,,,,,,,,,,,,,,,983,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Technology Sub-Type Unknown,http://www.cesa.org/projects/energy-storage-technology-advancement-partnership/energy-storage-news/newsitem/massachusetts-announces-second-round-of-resilient-power-project-grants,,State/Municipal Owned
Technology Mid-Type Unknown,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,,2,78,39,78,0,78,2/1/2015,,,,,"Microgrid Applications, Resilience (Back-up Power)",,,,,,,Beverly,,,,,,United States,,GESDB,,,"The Metropolitan Area Planning Council in conjunction with the city of Beverly will install a 232 kW PV array with 77 kWh of battery storage, which will power four critical facilities at the Beverly Cache Site in the event of a power outage. This site serves as a Regional Equipment Cache for the Northeast Massachusetts Homeland Security Region, as the location of the Beverly, MA Civil Defense Department, and as the home base of Massachusetts Task Force 1, one of the nation's 28 FEMA Urban Search and Rescue Teams.",,,,,,State/Provincial/Regional Grant,,,,,,,1239,,,ISO-NE,,42.58616265,-70.91706881,1,,Massachusetts Department of Energy Resources,Third-Party-Owned,,232 kW Solar Array,01915,,NO,2/1/2015,Beverly Regional Cache Site (MASS DOER Community Resiliency),,Massachusetts,Announced,Airport Road,,,,,,,,,,,,1239.1,,,,,,,,,,,,,,,,,39,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Technology Sub-Type Unknown,http://www.cesa.org/projects/energy-storage-technology-advancement-partnership/energy-storage-news/newsitem/massachusetts-announces-second-round-of-resilient-power-project-grants,,
Lithium-ion battery,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,Lithium-ion battery,3,750,250,750,0,750,6/23/2014,,,,,,,,,,,,Dallas,,,,,,United States,,GESDB,,,"Oncor, Texas' largest transmission company, is installing five lithium-ion batteries this summer in South Dallas neighborhoods, providing backup power to schools, traffic lights and a fire station. With the capacity to each store 50 kWh of energy — enough to power three to five houses for three hours — the batteries are designed to kick in when the electricity trips off, whether because of a falling branch or equipment issues.",,,,,,,,,,,,,1448,,,ERCOT,,32.7766642,-96.8,1,,Oncor Electric,Third-Party-Owned,,,,,NO,6/23/2014,Oncor Battery Storage,,Texas,Announced,,,,,,,,,,,,,1448.1,,,,,,,,,,,,,,,,,250,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Technology Sub-Type Unknown,http://www.texastribune.org/2014/06/23/windy-texas-major-testing-ground-energy-storage/#,,
Lithium-ion battery,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,Lithium-ion battery,4,240,60,240,0,240,9/3/2016,,,,,Retail TOU Energy Charges,,,,,,,New York,,,,,,United States,,GESDB,,,"The U.S. Department of Energy announced on Tuesday support for a three-year collaboration with the Electric Power Research Institute (EPRI) and the New York Power Authority (NYPA) that includes designing a solar+storage system at Queens College of the City University of New York (CUNY), under the SunShot Initiative’s ‘Sustainable And Holistic Integration Of Energy Storage And Solar PV’ (SHINES). The 50 to 60 kW PV system would ideally be built near the FitzGerald Gymnasium, which serves as a coastal storm shelter for the community.","Alstom Grid, Clean Power Research",LG Chem,,,,Federal/National,Private/Third Party,,,,,,1319,Eaton,,NYISO,,40.7127837,-74.01,1,,"EPRI, University of New York (CUNY) Queens College",Third-Party-Owned,,,,PowerHub,NO,9/3/2016,Queens College-CUNY PV System,,New York,Announced,,,,,,,,,,,,,1319.1,,,,,,,,,,,,,,,,,60,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Technology Sub-Type Unknown,http://www1.cuny.edu/mu/sustainable-news/2016/01/21/queens-college-sustainable-cuny-to-host-resilient-pv-system/,,
Lithium-ion battery,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,Lithium-ion battery,2.5,1000,400,1000,0,1000,10/2/2016,,,,Electric Energy Time Shift (Arbitrage),Microgrid Applications,,,Electric Energy Time Shift (Arbitrage),,,,Andover,,,,,,United States,,GESDB,,,Schneider Electric announced that it is building a 400-kW solar plus storage microgrid at its Boston One campus in Massachusetts. The system will be able to store up to 1-MWh of electricity and will be able to “island” so as to potentially provide emergency shelter in the event of a long duration outage.,Duke Energy,EcoBlade,,,,,,,,,,,1322,,,ISO-NE,,42.6583356,-71.14,1,Duke Energy,"Duke Energy, REC Solar",Third-Party-Owned,,,,,NO,10/2/2016,Schneider Electric-Boston One,,Massachusetts,Announced,,,,,,,,,,,,,1322.1,,,,,,,,,,,,,,,,,400,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,400,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,,Technology Sub-Type Unknown,http://www.renewableenergyworld.com/articles/2016/02/schneider-rec-solar-duke-partner-on-microgrid-as-a-service.html,,
Technology Mid-Type Unknown,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,,1.67,10020,6000,10020,0,10020,1/5/2015,,,,"Renewable Energy Time Shift, Renewable Energy Time Shift (Firming)",Microgrid Applications,,,,Renewable Energy Time Shift,Renewable Energy Time Shift (Firming),,Molokai,,,,,,United States,,GESDB,,,Ikehu Molokai phase one involves a major solar energy farm paired with a battery storage system near Maui Electric Co.’s existing power plant.,Princeton Energy Group,,,,,,,,,,,,1234,,,,,21.1443935,-157.02,1,,Private Investor Group,Third-Party-Owned,,6 MW PV,,,NO,1/5/2015,6 MW / 10 MWh Molokai Island Energy - Phase One,,Hawaii,Announced,,,,,,,,,,,,,1234.1,,,,,,,,,,,,,,,,,6000,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,0,6000,6000,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,10020,10020,0,0,0,0,0,,Technology Sub-Type Unknown,http://www.bizjournals.com/pacific/news/2015/05/19/princeton-energy-group-plan-to-help-make-molokai.html,,
Lithium-ion battery,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,Lithium-ion battery,1,2680,2680,2680,0,2680,6/14/2016,,,,"Electric Energy Time Shift (Arbitrage), Renewable Energy Time Shift",Microgrid Applications,,,Electric Energy Time Shift (Arbitrage),Renewable Energy Time Shift,,,,,,,,,Rwanda,,GESDB,,,"Tesvolt is set to supply a total of 134 fully assembled lithium storage systems for the 44 water pumps. The storage system will supply the irrigation project with clean and safe emergency power, also boosting yields in local agriculture.  This should improve the living conditions of around 2,000 farmers, who currently live in extreme poverty. In total, 402 Sunny Island charge controllers from SMA are to be deployed for the project. In the event of power cuts, the storage system will act as a mini-grid, enabling the PV power plant to continue running.",,,,,,,,,,,,,1358,IdeemaSun Energy,,,,-1.940278,29.87,1,,TESVOLT,Third-Party-Owned,,3.3 MW solar photovoltaic (PV) power plant,,SMA,NO,6/14/2016,Rwanda Tesvolt Off-Grid ESS,,,Contracted,,,,,,,,,,,,,1358.1,,,,,,,,,,,,,,,,,2680,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,2680,0,2680,0,2680,0,0,0,0,0,0,0,0,0,0,0,0,2680,0,2680,0,0,0,0,0,,Technology Sub-Type Unknown,http://www.tesvolt.com/tesvolt-supplies-rwanda-with-the-worlds-largest-off-grid-battery-system.html,,
Lithium-ion battery,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,Lithium-ion battery,1,18,18,18,0,18,1/6/2014,,,,,Retail TOU Energy Charges,,,,,,,San Diego,,,,,,United States,,GESDB,,,"The Ocean Park Inn in San Diego installed Stem’s energy storage system and is expected to save an average of $4,500 per year, lowering its annual demand charges by more than 10 percent. The hotel is also saving energy by spreading out energy-intensive activities with the help of Stem’s PowerStore software platform. Stem’s software displays real-time and predicted energy use, providing visibility into how the hotel’s energy usage patterns translate to costs.",,STEM,,,,,,,,,,,1201,,,CAISO,,33.162252,-117.347564,1,,Elvin Lai,Third-Party-Owned,,,,,NO,1/6/2014,Ocean Park Inn 18 kW Stem,,California,Operational,710 Grand Avenue,,,,,,,,,,,,1201.1,,,,,,,,,,,,,,,,,18,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Technology Sub-Type Unknown,http://www.stem.com/san-diego-hotel-adopts-energy-storage,,
Technology Mid-Type Unknown,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,,0,,0,0,0,,9/9/2015,,,,"Electric Energy Time Shift (Arbitrage), Renewable Energy Time Shift",Microgrid Applications,,,Electric Energy Time Shift (Arbitrage),Renewable Energy Time Shift,,,Borkum,,,,,,Germany,,GESDB,,,Netfficient will demonstrate feasibility of local small scale storage technologies covering low voltage and medium voltage scenarios and a wide range of applications and functionalities.  The following storage technologies will be integrated:       Super Capacitors      Li-ion batteries      Second Life Electric Vehicle Batteries      and Home Hybrid technologies as a combination of the above,,,,,,Federal/National Government Ã¢â‚¬â€œ RD&amp;D,,,,,,,1295,Ayesa Advanced Technologies S.A.,,,,53.58591685,6.691478815,1,,NETfficient,Third-Party-Owned,,,,Win Inertia,NO,9/9/2015,Borkum Island - Smart Grid Project - Netfficient,,Lower Saxony,Operational,,,,,,,,,,,,,1295.1,,,,,,,,,,,,,,,,,0,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,Technology Sub-Type Unknown,http://netfficient-project.eu/,,
Lithium-ion battery,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,Lithium-ion battery,4,2000,500,2000,0,2000,12/25/2015,,,,Electric Energy Time Shift (Arbitrage),Retail TOU Energy Charges,,,Electric Energy Time Shift (Arbitrage),,,,Napa,3/31/2016,,,,,United States,,GESDB,,,"Tesla installed the $3.2 million facility using a $1.9 million Pacific, Gas and Electric grant to cover part of the expense and will pay for operations and maintenance. The district and Tesla will split energy savings estimated of $110,000 annually.  Tesla’s lithium ion batteries will be used to store energy produced by the district’s cogeneration plant at low cost periods, releasing it during peak price periods to support on-site operations.The system has a 2 MWh storage capacity.",,,,,,Private/Third Party Grant,,,,,,,1057,,,CAISO,,38.24006457,-122.285172,1,,Confidential,Third-Party-Owned,,,94558,,NO,3/31/2016,2 MWh - Napa Sanitation District - Tesla,,California,Operational,1515 Soscol Ferry Rd,,,,,,,,,,,,1057.1,,,,,,,,,,,,,,,,,500,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,500,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,,Technology Sub-Type Unknown,http://napavalleyregister.com/news/local/napa-sanitation-plant-to-store-power-in-tesla-batteries/article_acd83a48-cfa2-5946-921c-8974ce3bff16.html,,Investor Owned
Lithium-ion battery,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,Lithium-ion battery,1,20000,20000,20000,0,20000,8/9/2016,,,,"Renewable Energy Time Shift, Renewable Energy Time Shift (Firming)",Microgrid Applications,,,,Renewable Energy Time Shift,Renewable Energy Time Shift (Firming),,Lakeland,12/31/2017,,,,,Australia,,GESDB,,,"Lyon has announced its second major project will be located in Lakeland, Queensland, where it plans to build a minimum 80 MW solar array and 20 MW / MWh battery storage facility – ironically near another smaller project which it sold to Conergy recently (See project profile ""Lakeland Solar and Storage - Conergy"").  “Battery storage really is the missing piece of the puzzle in Australia’s clean energy future, and for that matter anywhere seeking to incorporate large amounts of renewables into the energy mix. These projects will complete the picture,” said Lyon Partner David Green.",Lyon Group,,,,,,,,,,,,1102,,,,,-15.8415527,144.85,1,,Lyon Group,Third-Party-Owned,,80 MW solar PV,04871,,NO,12/31/2017,Lakeland Solar and Storage - Lyon Group,,Queensland,Operational,,,,,,,,,,,,,1102.1,,,,,,,,,,,,,,,,,20000,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,0,20000,20000,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,0,0,0,,Technology Sub-Type Unknown,http://reneweconomy.com.au/2016/lyon-confirms-plans-for-two-big-solar-storage-plants-in-australia-19683,,State/Municipal Owned
Technology Mid-Type Unknown,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,,0,,2000,0,0,,1/5/2015,,,,Renewable Energy Time Shift,Microgrid Applications,,,,Renewable Energy Time Shift,,,Potsdam,,,,,,United States,,GESDB,,,"The microgrid will use local renewable resources as much as possible. The proposal calls for 3 megawatts (MW) of combined heat and power generators, 2 MW of solar PV, 2 MW of storage, and 900 kW or more of hydropower A $1.2 million grant from the DOE’s Office of Electricity Delivery and Energy Reliability and a $300,000 investment from GE will be used to develop an enhanced microgrid control system (eMCS). The control system will keep the town’s electricity on for several days if the main power station goes down, and will also help National Grid better integrate distributed energy resources into the grid. The microgrid will normally operate in a grid-connected mode. The eMCS will also be used to maximize the operating revenue of any individuals who have their own distributed generation systems. While studies are still being conducted, the hope is that during an extreme event when the main grid goes down, the microgrid will operate in island mode and use energy storage to help power essential services for up to two weeks. These services include SUNY Potsdam, Clarkson University, and critical municipal and emergency facilities such as local police, fire, hospital, potential shelter locations, and water/sewer facilities.",,,,,,Federal/National Government Ã¢â‚¬â€œ RD&amp;D,Private/Third Party RD&amp;D,,,,,,1233,,,NYISO,,44.671551,-74.9834272,1,,National Grid,Utility-Owned,,,,,NO,1/5/2015,"2 MW Potsdam, New York - Microgrid",,New York,Announced,,,,,,,,,,,,,1233.1,,,,,,,,,,,,,,,,,2000,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,0,0,2000,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,Technology Sub-Type Unknown,http://www.geglobalresearch.com/news/press-releases/ge-utility-government-academia-partner-underground-microgrid-project-improve-electricity-reliability-nys-north-country,,
